Strain,Total,Unclassified,"Actinobacillus pleuropneumoniae serovar 3","Actinobacillus pleuropneumoniae serovar 3 str. JL03","Actinobacillus pleuropneumoniae serovar 7 str. AP76","Actinobacillus pleuropneumoniae serovar 7","Actinobacillus pleuropneumoniae serovar 5b str. L20","Actinobacillus pleuropneumoniae serovar 5","Actinobacillus suis H91-0380","Haemophilus parainfluenzae T3T1","Haemophilus influenzae R2846","Haemophilus influenzae R2866","Bibersteinia trehalosi USDA-ARS-USMARC-192"
10018_1#1,397141,69.55,4.13,4.13,1.99,1.99,1.09,1.09,0.20,0.11,0.04,0.03,0.01
.
